data_vencimento,data_pagamento,valor,descricao,situacao
2025-01-09,,637.24,Parcela,CANCELADA
2024-12-19,,812.68,Serviço,CANCELADA
2024-12-24,2024-12-27,583.63,Parcela,PAGA
2024-12-14,2024-12-14,140.75,Compra,PAGA
2025-01-28,,365.38,Pagamento,CANCELADA
2025-01-10,2025-01-20,243.04,Compra,PAGA
2025-02-02,,237.12,Mensalidade,CANCELADA
2025-01-29,,583.14,Serviço,PENDENTE
2024-12-17,2024-12-18,923.67,Pagamento,PAGA
2025-01-14,2025-01-18,641.66,Pagamento,PAGA
2024-12-30,,295.44,Serviço,CANCELADA
2025-01-19,,208.21,Mensalidade,PENDENTE
2024-12-14,,253.50,Serviço,CANCELADA
2024-12-15,,907.32,Serviço,CANCELADA
2025-01-10,2025-01-11,416.48,Mensalidade,PAGA
2024-12-12,2024-12-18,699.57,Compra,PAGA
2024-12-29,,619.53,Compra,CANCELADA
2024-12-14,,153.08,Mensalidade,CANCELADA
2024-12-11,,654.89,Serviço,PENDENTE
2024-12-14,,284.95,Parcela,CANCELADA
2025-01-30,2025-02-05,552.85,Compra,PAGA
2025-01-25,,446.20,Mensalidade,PENDENTE
2024-12-25,2024-12-27,799.28,Compra,PAGA
2025-01-31,,269.44,Serviço,PENDENTE
2025-01-13,,236.24,Compra,CANCELADA
2025-01-01,2025-01-03,866.47,Mensalidade,PAGA
2024-12-31,,272.25,Pagamento,PENDENTE
2025-01-01,2025-01-09,144.42,Serviço,PAGA
2025-01-10,2025-01-19,539.21,Parcela,PAGA
2025-01-08,,627.11,Mensalidade,CANCELADA
2025-01-19,,521.55,Mensalidade,CANCELADA
2024-12-12,,219.23,Compra,PENDENTE
2025-01-27,2025-02-02,437.05,Serviço,PAGA
2024-12-27,,250.55,Mensalidade,PENDENTE
2025-01-29,,371.07,Serviço,PENDENTE
2025-02-07,,866.59,Parcela,CANCELADA
2024-12-11,2024-12-20,259.74,Pagamento,PAGA
2024-12-13,2024-12-22,746.55,Pagamento,PAGA
2025-02-07,,499.24,Compra,CANCELADA
2025-01-17,,662.64,Mensalidade,PENDENTE
2025-01-28,,530.97,Mensalidade,PENDENTE
2025-01-30,,462.64,Pagamento,PENDENTE
2024-12-16,2024-12-16,475.47,Compra,PAGA
2025-01-09,,374.44,Serviço,PENDENTE
2024-12-21,,439.52,Serviço,PENDENTE
2025-01-05,2025-01-09,814.71,Parcela,PAGA
2024-12-25,,264.06,Serviço,PENDENTE
2024-12-20,,216.46,Mensalidade,CANCELADA
2024-12-28,,779.21,Compra,PENDENTE
2025-01-01,,686.41,Serviço,CANCELADA
2025-01-21,2025-01-25,975.92,Serviço,PAGA
2024-12-26,,568.08,Compra,CANCELADA
2024-12-25,2024-12-30,662.89,Compra,PAGA
2025-01-31,,740.17,Mensalidade,PENDENTE
2025-01-12,2025-01-16,517.42,Pagamento,PAGA
2025-01-16,2025-01-24,796.63,Mensalidade,PAGA
2024-12-31,,582.85,Compra,PENDENTE
2025-01-14,2025-01-23,899.77,Pagamento,PAGA
2025-01-21,,352.54,Serviço,PENDENTE
2025-01-12,2025-01-19,789.52,Mensalidade,PAGA
2025-01-25,,289.05,Mensalidade,CANCELADA
2025-01-04,,245.26,Mensalidade,PENDENTE
2025-02-04,2025-02-14,885.80,Parcela,PAGA
2025-01-17,,482.48,Mensalidade,PENDENTE
2024-12-09,,221.98,Compra,PENDENTE
2025-02-01,,197.28,Mensalidade,CANCELADA
2025-02-01,2025-02-10,585.65,Serviço,PAGA
2025-02-02,,842.74,Serviço,CANCELADA
2025-01-26,,349.95,Parcela,PENDENTE
2025-02-03,,181.00,Compra,PENDENTE
2025-01-11,,558.23,Pagamento,PENDENTE
2025-01-02,,523.56,Compra,PENDENTE
2025-01-06,,625.98,Compra,PENDENTE
2025-01-11,,710.09,Parcela,CANCELADA
2025-01-10,2025-01-15,681.39,Mensalidade,PAGA
2024-12-10,2024-12-11,209.92,Pagamento,PAGA
2025-01-25,,817.59,Mensalidade,PENDENTE
2024-12-28,,501.85,Parcela,PENDENTE
2025-01-07,2025-01-13,393.46,Pagamento,PAGA
2024-12-17,,469.32,Pagamento,PENDENTE
2025-01-11,,272.70,Mensalidade,CANCELADA
2024-12-22,2024-12-22,330.54,Compra,PAGA
2024-12-14,,197.93,Pagamento,PENDENTE
2024-12-20,,514.45,Serviço,PENDENTE
2025-01-17,,732.75,Parcela,PENDENTE
2025-02-02,,348.07,Mensalidade,CANCELADA
2024-12-09,,613.75,Compra,PENDENTE
2024-12-29,,286.26,Parcela,CANCELADA
2025-01-22,,932.67,Parcela,CANCELADA
2024-12-25,,870.43,Parcela,PENDENTE
2024-12-21,,879.84,Mensalidade,CANCELADA
2025-01-17,2025-01-21,510.42,Mensalidade,PAGA
2025-02-05,,104.05,Mensalidade,PENDENTE
2025-01-31,,619.80,Compra,CANCELADA
2024-12-15,2024-12-19,846.52,Parcela,PAGA
2024-12-18,,340.76,Serviço,PENDENTE
2025-01-12,,428.41,Compra,PENDENTE
2025-01-16,2025-01-16,535.63,Parcela,PAGA
2024-12-12,2024-12-18,246.62,Parcela,PAGA
2025-01-03,2025-01-13,562.20,Mensalidade,PAGA
2025-01-24,,898.17,Mensalidade,CANCELADA
2025-01-20,,383.43,Compra,PENDENTE
2025-01-17,2025-01-18,110.51,Compra,PAGA
2025-01-14,,184.57,Parcela,PENDENTE
2025-01-29,,743.78,Pagamento,CANCELADA
2025-01-25,2025-02-02,978.55,Compra,PAGA
2025-01-19,2025-01-29,784.68,Serviço,PAGA
2024-12-31,,784.99,Serviço,CANCELADA
2025-01-17,2025-01-22,451.93,Compra,PAGA
2024-12-11,,962.16,Parcela,CANCELADA
2024-12-12,,940.67,Parcela,CANCELADA
2024-12-28,2024-12-30,713.71,Compra,PAGA
2025-01-17,,574.16,Parcela,PENDENTE
2025-01-19,2025-01-22,685.42,Serviço,PAGA
2025-01-04,,882.86,Compra,CANCELADA
2025-01-31,,933.46,Mensalidade,PENDENTE
2024-12-10,,105.65,Compra,PENDENTE
2025-01-19,,769.76,Parcela,PENDENTE
2024-12-24,,502.98,Serviço,CANCELADA
2024-12-12,,651.79,Compra,CANCELADA
2024-12-18,,111.25,Serviço,PENDENTE
2024-12-22,2024-12-29,924.30,Mensalidade,PAGA
2025-01-29,,893.69,Mensalidade,CANCELADA
2024-12-12,2024-12-22,914.16,Parcela,PAGA
2025-01-13,2025-01-13,914.42,Pagamento,PAGA
2025-02-06,,165.41,Mensalidade,CANCELADA
2025-01-06,,659.84,Compra,PENDENTE
2025-01-01,,835.42,Parcela,CANCELADA
2025-01-23,,348.51,Compra,CANCELADA
2025-02-05,,934.46,Serviço,PENDENTE
2024-12-15,,896.59,Parcela,CANCELADA
2024-12-22,,296.49,Pagamento,PENDENTE
2024-12-22,2024-12-31,623.33,Mensalidade,PAGA
2025-01-24,2025-02-03,948.96,Parcela,PAGA
2025-01-11,,181.80,Compra,PENDENTE
2024-12-14,,705.72,Serviço,CANCELADA
2025-01-27,,987.90,Compra,CANCELADA
2024-12-30,,514.83,Serviço,CANCELADA
2025-01-23,,819.84,Pagamento,PENDENTE
2024-12-30,,713.87,Compra,CANCELADA
2025-01-05,,773.99,Mensalidade,CANCELADA
2025-01-17,,444.61,Parcela,PENDENTE
2025-01-17,2025-01-25,580.76,Parcela,PAGA
2025-01-07,,699.29,Parcela,PENDENTE
2024-12-31,,760.17,Serviço,CANCELADA
2024-12-23,2024-12-26,789.90,Parcela,PAGA
2025-01-24,,654.86,Pagamento,CANCELADA
2025-01-21,2025-01-30,249.51,Parcela,PAGA
2024-12-23,,620.11,Parcela,PENDENTE
2024-12-27,,256.21,Compra,PENDENTE
2024-12-09,2024-12-17,221.12,Parcela,PAGA
2025-01-18,,603.55,Mensalidade,PENDENTE
2024-12-24,2025-01-01,175.40,Serviço,PAGA
2025-01-01,,925.01,Serviço,CANCELADA
2025-01-29,,662.65,Parcela,CANCELADA
2025-01-06,2025-01-14,350.02,Pagamento,PAGA
2025-01-20,,912.84,Mensalidade,PENDENTE
2025-01-04,,213.64,Compra,CANCELADA
2025-01-29,2025-02-08,708.79,Pagamento,PAGA
2025-01-21,2025-01-23,952.05,Compra,PAGA
2024-12-12,2024-12-19,178.81,Mensalidade,PAGA
2025-01-28,2025-02-05,529.30,Serviço,PAGA
2025-01-27,2025-01-30,506.68,Compra,PAGA
2024-12-16,2024-12-16,514.72,Serviço,PAGA
2025-01-23,,830.99,Parcela,PENDENTE
2025-01-14,,103.36,Mensalidade,CANCELADA
2024-12-13,2024-12-20,659.36,Pagamento,PAGA
2025-01-04,2025-01-09,481.69,Parcela,PAGA
2025-01-22,,365.04,Pagamento,CANCELADA
2025-01-13,,798.08,Compra,PENDENTE
2025-01-31,,428.09,Serviço,PENDENTE
2025-01-20,2025-01-26,551.05,Mensalidade,PAGA
2025-02-05,2025-02-13,408.39,Pagamento,PAGA
2024-12-24,,362.05,Parcela,CANCELADA
2025-01-10,2025-01-14,958.70,Pagamento,PAGA
2024-12-27,2024-12-28,130.10,Parcela,PAGA
2025-01-13,2025-01-23,973.91,Compra,PAGA
2025-01-18,2025-01-22,784.61,Mensalidade,PAGA
2025-01-12,2025-01-17,980.28,Mensalidade,PAGA
2025-01-03,,316.33,Serviço,PENDENTE
2024-12-26,,959.19,Mensalidade,CANCELADA
2025-02-06,,883.48,Pagamento,PENDENTE
2024-12-25,2024-12-29,372.61,Pagamento,PAGA
2024-12-16,,141.80,Parcela,CANCELADA
2025-01-23,2025-02-02,573.68,Compra,PAGA
2025-01-06,,126.10,Compra,PENDENTE
2025-01-30,2025-02-05,700.16,Pagamento,PAGA
2025-01-20,,705.66,Parcela,PENDENTE
2025-01-10,,389.78,Mensalidade,PENDENTE
2025-01-09,,806.29,Pagamento,CANCELADA
2025-01-06,2025-01-07,416.66,Mensalidade,PAGA
2024-12-26,,801.27,Compra,CANCELADA
2025-01-01,,702.04,Serviço,CANCELADA
2024-12-12,,191.44,Compra,CANCELADA
2025-02-04,,285.86,Mensalidade,PENDENTE
2025-01-18,2025-01-23,543.77,Serviço,PAGA
2025-01-10,,507.34,Serviço,PENDENTE
2024-12-28,2025-01-03,362.32,Serviço,PAGA
2024-12-28,2025-01-03,607.38,Serviço,PAGA
2024-12-22,,735.73,Serviço,PENDENTE
2025-01-05,,232.29,Mensalidade,PENDENTE
2025-01-15,,550.09,Serviço,PENDENTE
2025-01-31,2025-02-01,938.26,Serviço,PAGA
2025-01-01,2025-01-08,961.64,Mensalidade,PAGA
2025-01-10,,581.99,Compra,PENDENTE
2025-02-05,2025-02-15,893.85,Pagamento,PAGA
2024-12-09,2024-12-19,235.07,Compra,PAGA
2025-01-17,,864.65,Compra,CANCELADA
2024-12-12,,915.29,Compra,CANCELADA
2024-12-20,,689.10,Mensalidade,CANCELADA
2025-01-12,2025-01-12,406.60,Parcela,PAGA
2024-12-20,,442.13,Serviço,CANCELADA
2025-01-31,2025-02-03,169.99,Pagamento,PAGA
2025-01-02,2025-01-12,625.40,Serviço,PAGA
2025-02-01,,523.83,Parcela,PENDENTE
2024-12-24,2024-12-29,510.53,Mensalidade,PAGA
2024-12-12,,157.08,Pagamento,CANCELADA
2025-02-01,2025-02-07,815.67,Pagamento,PAGA
2024-12-13,,772.09,Pagamento,CANCELADA
2025-01-12,2025-01-18,629.77,Pagamento,PAGA
2025-02-06,,548.68,Compra,PENDENTE
2024-12-18,2024-12-19,441.66,Mensalidade,PAGA
2025-01-28,,205.16,Serviço,PENDENTE
2025-01-12,2025-01-13,815.49,Mensalidade,PAGA
2025-01-23,,899.90,Serviço,PENDENTE
2024-12-31,,171.94,Parcela,CANCELADA
2025-01-24,,694.90,Serviço,CANCELADA
2024-12-13,2024-12-15,288.05,Compra,PAGA
2024-12-22,,727.22,Compra,CANCELADA
2025-01-14,,535.42,Serviço,PENDENTE
2025-01-03,2025-01-11,950.78,Parcela,PAGA
2024-12-15,,901.35,Serviço,CANCELADA
2025-01-04,,893.13,Compra,CANCELADA
2025-01-15,,657.17,Parcela,PENDENTE
2025-02-07,,518.82,Parcela,PENDENTE
2025-01-11,,292.61,Parcela,CANCELADA
2025-01-21,,739.40,Mensalidade,CANCELADA
2024-12-31,2025-01-05,277.86,Compra,PAGA
2024-12-23,,913.25,Mensalidade,PENDENTE
2024-12-11,2024-12-14,755.95,Parcela,PAGA
2025-02-06,,105.63,Compra,CANCELADA
2025-01-25,,820.39,Mensalidade,PENDENTE
2024-12-22,2024-12-28,790.35,Serviço,PAGA
2025-01-13,,694.05,Compra,CANCELADA
2025-01-17,2025-01-24,854.56,Pagamento,PAGA
2025-02-05,,321.28,Serviço,PENDENTE
2025-02-02,,859.49,Mensalidade,CANCELADA
2025-01-13,,163.15,Pagamento,PENDENTE
2024-12-28,2025-01-04,619.38,Serviço,PAGA
2025-01-09,,292.73,Mensalidade,CANCELADA
2025-01-26,2025-01-30,203.68,Pagamento,PAGA
2025-01-31,,111.52,Compra,CANCELADA
2025-01-17,,165.62,Pagamento,CANCELADA
2024-12-26,,558.20,Parcela,CANCELADA
2025-01-15,,651.42,Pagamento,PENDENTE
2025-02-07,,437.77,Parcela,PENDENTE
2025-01-06,,864.55,Serviço,PENDENTE
2025-02-01,2025-02-07,868.10,Serviço,PAGA
2025-01-20,,883.33,Compra,PENDENTE
2024-12-30,2025-01-04,851.95,Pagamento,PAGA
2025-01-08,2025-01-17,360.28,Compra,PAGA
2024-12-24,2024-12-28,356.26,Parcela,PAGA
2025-02-03,2025-02-09,697.28,Mensalidade,PAGA
2025-01-21,,211.95,Parcela,CANCELADA
2025-02-02,,381.50,Compra,PENDENTE
2025-01-14,,149.26,Mensalidade,PENDENTE
2024-12-26,2024-12-26,324.31,Pagamento,PAGA
2024-12-30,,957.13,Pagamento,CANCELADA
2025-01-08,,421.71,Pagamento,CANCELADA
2024-12-26,,473.62,Pagamento,CANCELADA
2025-01-09,,129.93,Compra,CANCELADA
2025-01-20,2025-01-24,460.09,Mensalidade,PAGA
2024-12-10,2024-12-11,578.72,Mensalidade,PAGA
2025-01-31,,755.84,Mensalidade,CANCELADA
2024-12-25,2024-12-25,114.83,Compra,PAGA
2025-01-16,2025-01-23,500.87,Serviço,PAGA
2025-01-28,,215.07,Parcela,PENDENTE
2025-01-14,,118.88,Pagamento,PENDENTE
2025-01-01,,768.36,Pagamento,CANCELADA
2025-01-05,,372.54,Pagamento,CANCELADA
2024-12-26,2024-12-30,407.89,Parcela,PAGA
2025-01-24,,504.89,Pagamento,CANCELADA
2024-12-28,,843.83,Parcela,CANCELADA
2024-12-11,2024-12-17,330.39,Compra,PAGA
2024-12-15,,383.63,Serviço,CANCELADA
2025-01-05,,342.70,Pagamento,PENDENTE
2024-12-20,,887.06,Compra,CANCELADA
2025-02-05,2025-02-11,584.42,Serviço,PAGA
2025-01-05,,674.73,Parcela,PENDENTE
2025-01-13,,936.78,Serviço,CANCELADA
2025-02-02,,478.19,Parcela,PENDENTE
2024-12-26,2025-01-02,504.65,Pagamento,PAGA
2025-02-07,,265.73,Mensalidade,PENDENTE
2024-12-10,2024-12-13,382.59,Parcela,PAGA
2024-12-14,,240.98,Pagamento,PENDENTE
2025-02-03,,681.92,Compra,PENDENTE
2024-12-28,2024-12-29,543.99,Parcela,PAGA
2025-01-01,2025-01-04,503.97,Parcela,PAGA
2024-12-16,,916.76,Serviço,CANCELADA
2024-12-12,,788.43,Compra,PENDENTE
2025-01-27,2025-02-01,624.65,Mensalidade,PAGA
2025-01-19,,329.36,Pagamento,CANCELADA
2025-02-01,,494.05,Parcela,PENDENTE
2025-01-17,2025-01-26,114.89,Serviço,PAGA
2024-12-24,2024-12-24,273.72,Mensalidade,PAGA
2025-01-20,2025-01-28,746.45,Mensalidade,PAGA
2024-12-11,2024-12-20,149.73,Serviço,PAGA
2025-01-24,2025-02-02,829.22,Mensalidade,PAGA
2024-12-25,,419.44,Parcela,PENDENTE
2025-02-07,,446.50,Pagamento,CANCELADA
2024-12-21,,500.50,Compra,PENDENTE
2025-01-23,,452.07,Serviço,PENDENTE
2025-01-04,2025-01-10,457.22,Serviço,PAGA
2024-12-21,,891.74,Mensalidade,PENDENTE
2024-12-27,,482.61,Serviço,CANCELADA
2025-01-18,,558.23,Compra,PENDENTE
2025-01-14,,543.04,Mensalidade,CANCELADA
2025-01-06,,585.96,Serviço,CANCELADA
2024-12-13,,319.58,Parcela,CANCELADA
2025-01-02,,768.24,Pagamento,PENDENTE
2025-02-02,2025-02-06,440.69,Serviço,PAGA
2025-01-21,2025-01-24,745.04,Pagamento,PAGA
2025-01-11,,157.88,Pagamento,CANCELADA
2025-01-27,,163.13,Pagamento,PENDENTE
2024-12-15,2024-12-15,353.04,Compra,PAGA
2025-01-19,,446.73,Parcela,PENDENTE
2024-12-13,,707.21,Compra,PENDENTE
2025-01-09,2025-01-13,825.00,Compra,PAGA
2025-01-14,,212.27,Serviço,CANCELADA
2024-12-12,,193.70,Mensalidade,PENDENTE
2024-12-11,,331.61,Mensalidade,PENDENTE
2025-01-21,,122.72,Mensalidade,PENDENTE
2024-12-22,,648.73,Pagamento,PENDENTE
2024-12-21,,235.09,Serviço,PENDENTE
2025-01-24,,336.12,Pagamento,CANCELADA
2025-01-17,2025-01-26,857.54,Serviço,PAGA
2025-01-04,,660.32,Parcela,PENDENTE
2025-01-16,2025-01-22,326.99,Serviço,PAGA
2025-01-30,,465.66,Serviço,CANCELADA
2024-12-14,,406.43,Parcela,PENDENTE
2025-01-05,2025-01-06,827.43,Mensalidade,PAGA
2025-01-18,2025-01-19,314.36,Parcela,PAGA
2024-12-21,,487.86,Compra,CANCELADA
2024-12-10,,171.06,Mensalidade,PENDENTE
2024-12-30,,942.78,Pagamento,PENDENTE
2025-01-01,2025-01-02,743.23,Parcela,PAGA
2024-12-28,2025-01-07,876.54,Serviço,PAGA
2025-01-20,,610.71,Pagamento,CANCELADA
2025-01-23,,710.88,Mensalidade,CANCELADA
2024-12-22,2024-12-26,554.32,Pagamento,PAGA
2025-01-12,,807.38,Compra,PENDENTE
2025-01-30,,782.98,Compra,PENDENTE
2024-12-22,2024-12-28,542.24,Compra,PAGA
2024-12-19,,250.81,Serviço,CANCELADA
2025-01-09,,206.84,Mensalidade,PENDENTE
2024-12-09,,961.25,Parcela,PENDENTE
2024-12-27,,286.55,Pagamento,CANCELADA
2024-12-16,,696.39,Compra,CANCELADA
2025-01-17,,994.49,Compra,PENDENTE
2024-12-09,2024-12-13,420.72,Pagamento,PAGA
2024-12-17,2024-12-17,657.13,Mensalidade,PAGA
2025-01-19,2025-01-22,629.52,Compra,PAGA
2025-01-08,,708.46,Serviço,CANCELADA
2024-12-25,,996.17,Serviço,CANCELADA
2025-01-02,,481.04,Mensalidade,PENDENTE
2024-12-30,,915.87,Serviço,CANCELADA
2025-01-29,,597.75,Compra,CANCELADA
2024-12-29,2025-01-06,824.78,Parcela,PAGA
2024-12-28,2025-01-02,847.38,Pagamento,PAGA
2025-01-31,,860.17,Compra,CANCELADA
2025-01-06,,398.31,Parcela,CANCELADA
2025-01-09,2025-01-16,515.91,Pagamento,PAGA
2024-12-09,2024-12-14,542.64,Serviço,PAGA
2025-01-03,,514.16,Serviço,CANCELADA
2025-01-27,2025-01-27,993.34,Compra,PAGA
2025-02-05,,892.72,Pagamento,CANCELADA
2024-12-29,,763.25,Mensalidade,PENDENTE
2024-12-13,2024-12-13,397.10,Pagamento,PAGA
2024-12-09,,856.65,Mensalidade,CANCELADA
2025-01-23,,308.68,Mensalidade,CANCELADA
2025-02-01,2025-02-02,775.49,Pagamento,PAGA
2024-12-26,,847.24,Serviço,CANCELADA
2025-01-16,2025-01-16,284.14,Parcela,PAGA
2025-02-06,,124.41,Pagamento,CANCELADA
2025-01-04,,275.11,Pagamento,CANCELADA
2024-12-11,,281.87,Serviço,CANCELADA
2025-01-19,2025-01-28,911.22,Serviço,PAGA
2024-12-12,,325.71,Mensalidade,CANCELADA
2024-12-09,,817.59,Pagamento,CANCELADA
2025-01-15,,356.08,Pagamento,CANCELADA
2025-01-16,,102.17,Parcela,PENDENTE
2025-01-11,,358.86,Mensalidade,CANCELADA
2025-02-04,,202.44,Parcela,CANCELADA
2024-12-28,,622.60,Parcela,CANCELADA
2025-01-29,2025-02-04,385.56,Mensalidade,PAGA
2024-12-22,2024-12-25,986.68,Compra,PAGA
2025-01-13,,385.27,Parcela,PENDENTE
2025-01-24,,444.90,Pagamento,PENDENTE
2025-02-05,2025-02-14,217.80,Pagamento,PAGA
2025-01-14,,632.60,Mensalidade,CANCELADA
2024-12-25,,867.67,Compra,PENDENTE
2024-12-26,2024-12-28,747.29,Pagamento,PAGA
2025-02-06,,132.02,Mensalidade,CANCELADA
2024-12-10,2024-12-14,504.17,Pagamento,PAGA
2025-01-18,2025-01-21,899.74,Serviço,PAGA
2025-01-23,2025-01-31,440.89,Pagamento,PAGA
2025-01-25,,804.70,Parcela,PENDENTE
2025-01-18,2025-01-24,822.91,Serviço,PAGA
2025-01-01,2025-01-05,313.26,Pagamento,PAGA
2025-02-03,2025-02-04,317.40,Pagamento,PAGA
2025-01-23,,930.94,Compra,CANCELADA
2025-01-22,2025-01-25,486.95,Compra,PAGA
2024-12-30,,717.20,Mensalidade,PENDENTE
2025-02-01,,724.43,Parcela,PENDENTE
2025-01-27,,539.97,Serviço,PENDENTE
2025-01-05,2025-01-11,532.62,Mensalidade,PAGA
2024-12-28,,864.12,Pagamento,CANCELADA
2025-01-23,2025-01-23,718.83,Mensalidade,PAGA
2025-01-28,2025-02-04,781.43,Compra,PAGA
2024-12-13,,944.84,Pagamento,CANCELADA
2025-01-12,,890.73,Parcela,PENDENTE
2024-12-19,,112.19,Pagamento,CANCELADA
2024-12-15,,868.27,Parcela,PENDENTE
2024-12-17,,757.62,Serviço,CANCELADA
2024-12-09,,551.91,Compra,CANCELADA
2025-01-09,2025-01-10,173.62,Compra,PAGA
2024-12-30,,572.88,Pagamento,CANCELADA
2025-01-21,,616.38,Pagamento,PENDENTE
2024-12-26,2024-12-27,177.94,Mensalidade,PAGA
2024-12-09,,525.11,Compra,PENDENTE
2024-12-19,2024-12-24,841.53,Compra,PAGA
2025-01-13,2025-01-15,355.20,Mensalidade,PAGA
2024-12-10,,890.62,Mensalidade,CANCELADA
2024-12-19,,306.33,Compra,CANCELADA
2024-12-25,2025-01-01,511.96,Compra,PAGA
2025-01-30,2025-01-31,344.29,Mensalidade,PAGA
2025-02-03,,846.67,Mensalidade,CANCELADA
2024-12-26,,401.47,Serviço,CANCELADA
2025-01-18,2025-01-19,594.78,Parcela,PAGA
2025-01-20,,580.16,Mensalidade,CANCELADA
2025-01-18,,520.66,Mensalidade,PENDENTE
2025-01-22,2025-01-26,479.27,Compra,PAGA
2025-01-05,2025-01-05,780.23,Pagamento,PAGA
2025-02-06,,311.54,Serviço,PENDENTE
2025-01-20,,551.02,Pagamento,PENDENTE
2025-02-02,,919.92,Compra,CANCELADA
2024-12-10,2024-12-13,598.76,Serviço,PAGA
2024-12-09,,779.14,Mensalidade,PENDENTE
2025-01-19,,992.95,Serviço,PENDENTE
2024-12-12,2024-12-12,730.11,Serviço,PAGA
2025-02-01,2025-02-07,838.54,Mensalidade,PAGA
2025-02-01,2025-02-06,932.15,Serviço,PAGA
2025-02-02,,305.49,Mensalidade,CANCELADA
2025-01-27,2025-02-03,426.74,Serviço,PAGA
2024-12-15,,712.67,Serviço,CANCELADA
2024-12-12,2024-12-21,780.45,Pagamento,PAGA
2025-01-22,,482.46,Serviço,CANCELADA
2025-02-07,,642.10,Mensalidade,PENDENTE
2025-02-07,,902.69,Pagamento,PENDENTE
2025-01-11,,367.38,Pagamento,CANCELADA
2025-01-30,2025-02-03,677.67,Parcela,PAGA
2025-01-26,,740.74,Pagamento,CANCELADA
2024-12-25,,747.24,Mensalidade,CANCELADA
2024-12-14,,932.25,Parcela,CANCELADA
2025-02-01,2025-02-07,646.11,Mensalidade,PAGA
2024-12-25,,886.38,Compra,PENDENTE
2025-01-17,2025-01-17,173.64,Pagamento,PAGA
2024-12-28,2025-01-03,111.17,Parcela,PAGA
2024-12-30,,346.93,Serviço,CANCELADA
2025-01-09,2025-01-10,931.31,Compra,PAGA
2024-12-20,2024-12-25,120.13,Parcela,PAGA
2025-01-07,,854.04,Mensalidade,CANCELADA
2025-01-14,,514.27,Parcela,PENDENTE
2025-01-31,,448.42,Parcela,CANCELADA
2024-12-16,,763.27,Pagamento,CANCELADA
2024-12-17,2024-12-21,589.30,Mensalidade,PAGA
2024-12-21,,981.77,Compra,CANCELADA
2024-12-09,2024-12-17,574.64,Serviço,PAGA
2025-01-04,,579.46,Pagamento,PENDENTE
2024-12-13,2024-12-14,941.62,Compra,PAGA
2025-01-31,,604.26,Pagamento,CANCELADA
2025-01-02,,546.11,Compra,CANCELADA
2025-01-06,2025-01-06,771.98,Mensalidade,PAGA
2024-12-18,2024-12-20,396.34,Serviço,PAGA
2025-01-23,,539.35,Serviço,CANCELADA
2025-01-27,,838.12,Serviço,PENDENTE
2025-01-28,2025-02-01,532.35,Parcela,PAGA
2024-12-23,2024-12-28,340.72,Serviço,PAGA
2025-01-30,,547.47,Pagamento,PENDENTE
2025-01-13,2025-01-15,257.65,Parcela,PAGA
2025-01-07,2025-01-08,458.18,Pagamento,PAGA
2025-01-20,2025-01-21,608.42,Serviço,PAGA
2025-01-24,2025-01-29,843.33,Serviço,PAGA
2024-12-29,,266.22,Parcela,PENDENTE
2025-01-05,,686.03,Compra,CANCELADA
2025-01-03,2025-01-11,867.05,Serviço,PAGA
2025-01-20,,784.48,Serviço,PENDENTE
2025-01-22,,874.02,Pagamento,CANCELADA
2025-01-23,,610.73,Pagamento,CANCELADA
2025-01-17,,727.65,Parcela,CANCELADA
2025-01-03,,586.36,Compra,PENDENTE
2025-01-30,,205.23,Pagamento,CANCELADA
2024-12-28,2024-12-30,626.20,Pagamento,PAGA
2025-01-13,2025-01-19,458.22,Parcela,PAGA
2025-01-23,2025-01-31,379.81,Mensalidade,PAGA
2025-01-17,,545.90,Compra,CANCELADA
2024-12-13,2024-12-18,466.27,Pagamento,PAGA
2025-01-04,,684.08,Serviço,CANCELADA
2024-12-12,2024-12-15,427.12,Parcela,PAGA
2025-01-19,2025-01-25,217.11,Compra,PAGA
2024-12-18,,519.04,Parcela,CANCELADA
2025-02-06,,885.31,Mensalidade,PENDENTE
2025-01-18,2025-01-28,323.15,Serviço,PAGA
2025-01-17,2025-01-23,817.00,Serviço,PAGA
2024-12-27,,727.03,Mensalidade,PENDENTE
2025-01-21,2025-01-25,444.66,Mensalidade,PAGA
2024-12-23,,699.32,Mensalidade,PENDENTE
2024-12-26,,771.71,Parcela,PENDENTE
2024-12-28,,507.24,Serviço,CANCELADA
2025-01-14,,767.56,Parcela,CANCELADA
2025-01-29,,658.73,Parcela,CANCELADA
2025-01-03,2025-01-05,102.34,Pagamento,PAGA
2024-12-22,,828.02,Parcela,CANCELADA
2024-12-12,,344.93,Mensalidade,PENDENTE
2025-01-08,,499.93,Mensalidade,CANCELADA
2024-12-19,,856.03,Serviço,PENDENTE
2025-01-10,,856.93,Serviço,CANCELADA
2024-12-28,,311.08,Compra,CANCELADA
2025-01-19,2025-01-29,261.54,Serviço,PAGA
2025-01-09,,370.25,Parcela,CANCELADA
2025-01-11,2025-01-13,566.27,Mensalidade,PAGA
2024-12-10,,109.56,Parcela,CANCELADA
2024-12-12,,515.99,Parcela,CANCELADA
2024-12-25,,905.34,Serviço,CANCELADA
2025-01-16,,461.78,Serviço,PENDENTE
2024-12-23,,831.91,Compra,CANCELADA
2025-01-23,,189.65,Pagamento,PENDENTE
2025-01-27,,715.74,Pagamento,CANCELADA
2024-12-17,2024-12-27,698.42,Compra,PAGA
